term_id,term,df
1892,palac,892
1893,comparison,943
1894,hors,1449
1895,lone,1025
1896,unattend,126
1897,corn,840
1898,mill,822
1899,spectr,231
1900,desert,1300
1901,hidden,1200
1902,recess,568
1903,obsolet,231
1904,accustom,1153
1905,statut,273
1906,illeg,294
1907,nowher,850
1908,level,1250
1909,regular,1302
1910,sit,1524
1911,partak,499
1912,denial,532
1913,customari,622
1914,compulsori,190
1915,safeti,1139
1916,guarante,483
1917,mistress,903
1918,subdu,840
1919,detect,948
1920,penalti,628
1921,traffic,487
1922,underground,352
1923,railroad,487
1924,grapevin,30
1925,telegraph,610
1926,palati,81
1927,mansion,566
1928,linger,952
1929,pathet,626
1930,bind,928
1931,betray,1024
1932,repos,802
1933,domin,689
1934,herd,635
1935,undervalu,100
1936,soften,824
1937,despit,653
1938,undertook,554
1939,frequent,1361
1940,favourit,592
1941,anim,1417
1942,fring,587
1943,occurr,727
1944,casualti,151
1945,sorrow,1166
1946,angel,990
1947,steal,1018
1948,invalid,592
1949,maim,218
1950,confederaci,140
1951,akin,393
1952,egypt,522
1953,slain,538
1954,fallen,1390
1955,older,1169
1956,forgot,1072
1957,surrend,785
1958,battalion,231
1959,loser,156
1960,hover,644
1961,shadow,1279
1962,amass,164
1963,badg,282
1964,lifetim,541
1965,roughli,676
1966,conceal,1234
1967,diet,445
1968,berri,427
1969,anomali,156
1970,unsuccess,519
1971,experienc,1051
1972,gaieti,337
1973,juvenil,240
1974,destini,706
1975,terror,1150
1976,lean,1236
1977,fenc,832
1978,fold,1170
1979,whisper,1180
1980,overtaken,391
1981,reckon,1006
1982,count,1389
1983,flame,1181
1984,unflag,61
1985,commot,399
1986,portend,108
1987,kiss,1076
1988,proclam,346
1989,pressur,868
1990,chattel,123
1991,bargain,790
1992,denounc,449
1993,franklin,267
1994,jefferson,170
1995,violent,1195
1996,controversi,459
1997,split,748
1998,section,839
1999,abolit,206
2000,keenest,248
2001,wind,1470
2002,blow,1443
2003,sky,1257
2004,heartili,848
2005,bold,1147
2006,unwont,281
2007,uncommon,590
2008,top,1452
2009,mulberri,136
2010,straggl,373
2011,broken,1531
2012,dole,372
2013,collaps,501
2014,store,1275
2015,stole,807
2016,intox,547
2017,realiti,1061
2018,inestim,205
2019,bless,1314
2020,bliss,527
2021,outburst,436
2022,outer,909
2023,exuber,284
2024,overtook,374
2025,mood,926
2026,afield,127
2027,patronym,33
2028,list,1240
2029,style,1192
2030,forget,1425
2031,initi,816
2032,indispens,512
2033,chose,1003
2034,courtesi,771
2035,companion,1326
2036,suburb,384
2037,stepfath,37
2038,hut,616
2039,repuls,649
2040,mixtur,690
2041,praiseworthi,141
2042,roundabout,170
2043,barrel,688
2044,bolder,270
2045,uncommonli,259
2046,worldli,582
2047,indomit,227
2048,detain,709
2049,envi,874
2050,vista,312
2051,furor,60
2052,seventi,886
2053,serious,1112
2054,rival,907
2055,elementari,285
2056,peasantri,185
2057,sullen,548
2058,stolid,251
2059,ingenu,656
2060,impractic,327
2061,utopian,42
2062,solut,719
2063,enrich,515
2064,stepmoth,89
2065,compromis,534
2066,cap,1112
2067,colt,230
2068,calv,224
2069,taliaferro,6
2070,euphon,12
2071,fuel,472
2072,subterranean,224
2073,mishap,280
2074,candl,852
2075,extinguish,652
2076,atmospher,981
2077,beam,950
2078,across,1456
2079,chequer,96
2080,bath,1111
2081,channel,847
2082,fortress,442
2083,monro,111
2084,naval,406
2085,incorpor,349
2086,overhear,188
2087,samuel,398
2088,chapman,110
2089,hawaiian,31
2090,exemplar,51
2091,scale,1051
2092,unequal,123
2093,annal,387
2094,nearest,1123
2095,deliver,420
2096,israelit,138
2097,egyptian,432
2098,susten,182
2099,preserv,1321
2100,miracl,769
2101,secular,244
2102,wisest,445
2103,forecast,187
2104,hostil,806
2105,pour,1356
2106,inund,177
2107,nake,791
2108,starv,873
2109,whilst,510
2110,snow,1061
2111,coldli,519
2112,silent,1379
2113,cover,1575
2114,memphi,77
2115,miser,1104
2116,cloud,1349
2117,kennel,162
2118,sherman,109
2119,ration,704
2120,levi,392
2121,coffin,459
2122,cincinnati,143
2123,undertaken,655
2124,shrewder,21
2125,densest,50
2126,wherev,1105
2127,incred,706
2128,space,1392
2129,anonym,298
2130,leisur,1016
2131,docil,253
2132,narrat,500
2133,phraseolog,176
2134,caricatur,221
2135,deplor,534
2136,simplest,469
2137,amongst,655
2138,preach,754
2139,vers,900
2140,sermon,624
2141,pastor,451
2142,grievous,186
2143,depress,877
2144,duli,617
2145,outward,835
2146,dull,1216
2147,monotoni,424
2148,surviv,887
2149,enorm,996
2150,gainer,88
2151,loos,1291
2152,dissolv,612
2153,freer,198
2154,weaken,652
2155,tie,1338
2156,triumphant,653
2157,freemen,87
2158,afeard,57
2159,stop,1541
2160,nohow,68
2161,wilder,727
2162,pace,1147
2163,supplement,460
2164,alm,249
2165,pauper,248
2166,apac,178
2167,escap,1489
2168,genial,578
2169,conduct,1330
2170,uneduc,167
2171,plane,472
2172,accordingli,891
2173,dial,211
2174,chicago,412
2175,groundwork,77
2176,modifi,576
2177,variant,92
2178,previou,1155
2179,unalter,164
2180,latitud,371
2181,aspect,974
2182,philosoph,850
2183,formula,368
2184,convert,832
2185,equival,528
2186,recipi,233
2187,pli,474
2188,lowli,299
2189,spiritu,753
2190,solac,313
2191,talisman,114
2192,confin,1130
2193,pedagog,36
2194,inquiri,1003
2195,investig,916
2196,stem,632
2197,dead,1550
2198,florida,202
2199,intric,394
2200,withal,362
2201,peninsula,281
2202,reader,1135
2203,craft,684
2204,circular,606
2205,yale,135
2206,sophomor,37
2207,rev,450
2208,ph,275
2209,humbl,1119
2210,simpl,1486
2211,characteris,174
2212,boister,338
2213,literatur,802
2214,norm,34
2215,modern,1149
2216,homer,347
2217,virgil,185
2218,shakespear,418
2219,milton,303
2220,spectacl,894
2221,eyeglass,71
2222,declaim,154
2223,phrase,924
2224,rome,704
2225,wrath,786
2226,achil,130
2227,upset,688
2228,composur,403
2229,incongru,301
2230,choru,674
2231,greasi,254
2232,rel,1109
2233,piano,483
2234,patch,842
2235,potato,568
2236,smile,1338
2237,humour,584
2238,sheer,695
2239,discuss,1281
2240,weekli,487
2241,journal,715
2242,unus,312
2243,unacquaint,235
2244,map,733
2245,cross,1565
2246,correspond,1105
2247,aberdeen,105
2248,unfavour,238
2249,declin,1040
2250,sequel,293
2251,underw,245
2252,benefici,363
2253,resign,891
2254,unhamp,58
2255,luggag,341
2256,bundl,744
2257,easili,1493
2258,discoveri,1118
2259,inadequ,422
2260,proscrib,118
2261,scant,344
2262,roadsid,300
2263,refresh,943
2264,admitt,250
2265,famish,263
2266,hunger,866
2267,impecuni,40
2268,repeat,1492
2269,anchor,617
2270,fame,934
2271,correspondingli,124
2272,walk,1539
2273,livelong,57
2274,wherewith,327
2275,johnson,445
2276,autocrat,154
2277,eighteenth,415
2278,cassel,67
2279,penc,241
2280,british,876
2281,isl,510
2282,thirst,760
2283,toilsom,149
2284,doggedli,209
2285,solitari,839
2286,youngster,357
2287,hazard,669
2288,certainti,844
2289,arriv,1491
2290,stain,930
2291,hungri,994
2292,shill,527
2293,unintent,168
2294,disguis,827
2295,abound,604
2296,wander,1283
2297,vagabond,281
2298,impostor,225
2299,infer,596
2300,reap,534
2301,preliminari,643
2302,imperfectli,310
2303,loom,606
2304,smallest,791
2306,culti,4
2307,handi,433
2308,doorkeep,60
2309,cleaner,158
2310,burden,1077
2311,goal,537
2312,greatheart,8
2313,tent,847
2314,privat,1353
2315,boundari,600
2316,prior,457
2317,miner,472
2318,masterli,284
2319,indic,1261
2320,mighti,1170
2321,benefic,378
2322,scribner,70
2323,reviv,926
2324,cluster,712
2325,windham,29
2326,connecticut,186
2327,autobiograph,56
2328,reminisc,465
2329,canterburi,181
2330,patronis,110
2331,quaker,211
2332,patron,693
2333,dismiss,922
2334,threat,764
2335,withdraw,809
2336,insult,885
2337,regardless,452
2338,devis,681
2339,nuisanc,354
2340,populac,271
2341,rendezv,291
2342,projector,63
2343,theatr,646
2344,promulg,186
2345,disgust,939
2346,amalgam,144
2347,pernici,264
2348,subvert,98
2349,pretenc,505
2350,scatter,1218
2351,firebrand,78
2352,arrow,706
2353,reflect,1349
2354,arrest,982
2355,crimin,758
2356,destroy,1326
2357,crowbar,62
2358,repay,528
2359,expend,498
2360,lowest,774
2361,depth,1181
2362,station,1227
2363,herself,1331
2364,superstiti,479
2365,ricketi,164
2366,stagnant,197
2367,impregn,352
2368,sicken,450
2369,odour,317
2370,pack,1113
2371,hell,750
2372,seeth,310
2373,braveri,400
2374,battlefield,196
2375,magnitud,426
2376,disorganis,52
2378,homeless,192
2379,penniless,220
2380,unprepar,271
2381,shift,903
2382,merci,1185
2383,knave,232
2384,gem,511
2385,front,1457
2386,cow,851
2387,dozen,1199
2388,plainer,208
2389,easier,972
2390,worship,974
2391,communic,65
2392,narr,731
2393,singer,482
2394,legend,615
2395,sail,1163
2396,jason,69
2397,fleec,185
2398,fabul,253
2399,unfamiliar,338
2400,untravel,35
2401,bull,817
2402,warrior,590
2403,sprang,1012
2404,sown,358
2405,dragon,419
2406,tempestu,204
2407,stormi,591
2408,invit,1362
2409,breakfast,1040
2410,prime,747
2411,uniqu,488
2412,athen,287
2413,warrant,766
2414,visionari,238
2415,percentag,231
2416,gratuit,206
2417,merest,246
2418,trifl,1094
2419,poorest,285
2420,arrear,131
2421,accumul,729
2422,rejoin,592
2423,deaden,253
2424,rever,888
2425,outdoor,266
2426,sacrific,1075
2427,refin,813
2428,genteel,185
2429,faculti,797
2430,ensur,347
2431,spend,1239
2432,talent,817
2433,janitor,60
2434,neglect,1188
2435,adopt,1156
2436,mine,569
2437,deserv,1254
2438,host,1014
2439,uninstruct,40
2440,cyclop,79
2441,intimid,217
2442,carpet,754
2443,bagger,22
2444,scalawag,18
2445,aros,1004
2446,guilti,973
2447,suppress,844
2448,congress,393
2449,bill,1075
2450,warfar,495
2451,sympathis,212
2452,headquart,415
2453,nobl,1236
2454,caucasian,57
2455,edu,10
2456,cate,15
2457,cannib,178
2458,aw,1079
2459,folli,899
2460,horribl,936
2461,rejoic,1012
2462,unrest,256
2463,shaken,812
2464,relationship,503
2465,mistak,1339
2466,vindict,296
2467,endang,353
2468,privi,208
2469,lege,49
2470,ludicr,377
2471,instal,477
2472,indiscret,226
2473,seced,78
2474,spare,1314
2475,atroc,158
2476,unsettl,304
2477,pretti,1381
2478,varianc,234
2479,prophesi,360
2480,comprehend,767
2481,properli,1105
2482,hinder,639
2483,imper,486
2484,mainli,578
2485,avoc,141
2486,breaker,324
2487,provis,901
2488,loss,1396
2489,uncertainti,608
2490,prophet,738
2491,wash,1245
2492,ton,532
2493,predict,562
2494,tax,746
2495,kinship,147
2496,contrari,1194
2497,multipli,561
2498,incapac,183
2499,corner,1412
2500,municip,275
2501,fratern,331
2502,adjourn,284
2503,fore,598
2504,boss,297
2505,don,1360
2506,forthcom,302
2507,unturn,64
2508,financi,497
2509,bale,367
2510,fourfold,56
2511,idiosyncrasi,107
2512,dean,329
2513,acclimatis,14
2514,hottest,189
2515,humid,129
2516,alien,525
2517,taskmast,39
2518,betak,146
2519,unaccustom,347
2520,recal,1180
2521,cleav,232
2522,dear,1389
2523,shock,1197
2524,introduct,969
2525,withstood,196
2526,deport,257
2527,marvel,1092
2528,liabil,208
2529,longev,75
2530,diminish,766
2531,fecund,64
2532,obvious,587
2533,impair,343
2534,nostalgia,21
2535,mortal,1081
2536,aryan,58
2537,resid,1069
2538,patriot,674
2539,suscept,461
2540,court,1344
2541,legislatur,244
2542,fine,1566
2543,thoroughfar,286
2544,charm,1251
2545,recreat,391
2546,congeni,355
2547,bound,1529
2548,tempt,1014
2549,unexpect,947
2550,wheel,1211
2551,agent,909
2552,rightli,730
2553,guid,1337
2554,liabl,658
2555,captiv,834
2556,flown,383
2557,poet,881
2558,jurist,74
2559,artist,952
2560,musician,460
2561,pressingli,17
2562,divert,656
2563,compliment,828
2564,compli,538
2565,quick,1364
2566,comrad,737
2567,con,370
2568,dition,24
2569,ant,560
2570,welcom,1292
2571,innov,242
2572,shorter,637
2573,ancestr,200
2574,blanket,648
2575,sanction,492
2576,tractabl,92
2577,kindli,1220
2578,chamber,1063
2579,encyclop,99
2580,ocean,952
2582,hunt,1265
2583,ancient,1225
2584,uncivilis,30
2585,warlik,367
2586,effemin,128
2587,sex,785
2588,athlet,377
2589,robust,329
2590,postur,404
2591,skull,529
2592,narrow,1380
2593,eyebrow,505
2594,cheek,1123
2595,slight,1323
2596,strabismu,6
2597,aquilin,112
2598,complexion,691
2599,reddish,259
2600,copperi,39
2601,cinnamon,117
2602,variat,539
2603,beard,874
2604,approxim,401
2605,mongolian,50
2606,type,1060
2607,feebl,889
2608,vigour,418
2609,suppl,282
2610,epidem,189
2611,extermin,281
2612,firewat,12
2613,viciou,513
2614,pleasantri,167
2615,cautiou,598
2616,risk,1157
2617,gambl,381
2618,drink,1389
2619,seemingli,527
2620,hospit,1118
2621,reveng,807
2622,horsemanship,89
2623,remnant,569
2624,drill,487
2625,gratitud,966
2626,strangest,285
2627,abroad,1008
2628,elig,248
2629,anywher,1053
2630,steam,841
2631,boat,1136
2632,dine,977
2633,clerk,818
2634,desk,684
2635,ostracis,15
2636,cuba,123
2637,sandwich,303
2638,jamestown,34
2639,swarm,674
2640,aris,1006
2641,hew,223
2642,strain,1228
2643,san,574
2644,domingo,89
2645,wiser,680
2646,patient,1215
2647,algonquin,27
2648,sturdi,588
2649,stuff,996
2650,exot,167
2651,decreas,385
2652,discover,263
2653,nightli,335
2654,deter,318
2655,fulfil,1011
2656,fewer,566
2657,dismay,704
2658,confirm,1052
2659,firmli,1096
2660,maryland,152
2661,carolina,243
2662,absolut,1315
2663,season,1268
2664,ampl,823
2665,trustworthi,347
2666,heighten,425
2667,victim,1068
2668,contract,942
2669,complaint,854
2670,abid,656
2671,unsought,78
2672,missiv,150
2673,suitabl,914
2674,anybodi,869
2675,dream,1391
2676,arduou,318
2677,septemb,806
2678,freedmen,37
2679,clergymen,213
2680,dishearten,269
2681,laps,586
2682,barbar,685
2683,sane,351
2684,workmen,507
2685,noblest,465
2686,grandest,229
2687,manag,1383
2688,persuad,1083
2689,academ,216
2690,thrown,1417
2691,ripe,666
2692,scholast,136
2693,thrifti,186
2694,lender,85
2695,acced,208
2696,enviabl,186
2697,straw,882
2698,chosen,1187
2699,newcom,300
2700,flatter,847
2701,excus,1267
2702,assign,823
2703,blight,345
2704,visibl,1132
2705,tumbl,811
2706,imperfect,621
2707,homestead,198
2708,ornament,942
2709,resourc,874
2710,economist,130
2711,midsumm,256
2712,sat,1350
2713,mar,709
2714,misapprehend,32
2715,releas,1016
2716,possessor,413
2717,obviou,854
2718,demonstr,897
2719,revolutionis,33
2720,overwhelm,852
2721,olivia,22
2722,father,1533
2723,kindr,519
2724,consult,1137
2725,forsaken,353
2726,ruinou,252
2727,shed,1040
2728,hearti,791
2729,uninterrupt,265
2730,builder,406
2731,unsurmount,16
2732,fanni,159
2733,infant,742
2734,daughter,1297
2735,growth,947
2736,diver,368
2737,outcom,391
2738,concess,401
2739,preval,385
2740,argu,929
2741,materialist,103
2742,ennobl,219
2743,sugar,774
2744,lumber,443
2745,profoundli,422
2746,brigad,234
2747,extens,880
2748,vantag,207
2749,exhort,395
2750,clergi,360
2751,sectarian,92
2752,oppon,589
2753,editor,623
2754,weaker,525
2755,leadership,244
2756,counsel,884
2757,religion,933
2758,henc,1011
2759,decent,729
2760,incent,224
2761,nineteen,588
2762,twentieth,411
2763,be,812
2764,beast,1080
2765,splendid,1122
2766,slowli,1382
2767,tool,745
2768,tillag,64
2769,vari,1099
2770,attach,1256
2771,dwell,1178
2772,passport,210
2773,guidanc,581
2774,eventu,600
2775,emphat,654
2776,hereditari,380
2777,deepli,1191
2778,tenaci,267
2779,dig,803
2780,clay,722
2781,dismal,570
2782,kiln,76
2783,strengthen,900
2784,injur,1022
2785,andrew,443
2786,rush,1348
2787,shelv,482
2788,outlay,184
2789,collector,328
2790,respond,871
2791,handsom,1095
2792,mainstay,54
2793,worri,845
2794,subordin,555
2795,unceas,224
2796,foreign,1214
2797,immigr,188
2798,coddl,67
2799,hamper,404
2800,edward,649
2801,elect,833
2802,ward,765
2803,misfortun,929
2804,unfair,338
2805,unjust,594
2806,proposit,669
2807,disfranchis,46
2808,keynot,93
2809,catalogu,461
2810,injustic,625
2811,justifi,1035
2812,champion,566
2813,spot,1427
2814,ultim,730
2815,despair,1154
2816,pitt,140
2817,truste,189
2818,caldwel,38
2819,vice,910
2820,propound,221
2821,doctrin,649
2822,nullif,17
2823,reject,857
2824,unconstitut,70
2825,noteworthi,199
2826,haven,962
2827,shelbi,18
2828,raiser,29
2829,seventeen,756
2830,maximum,230
2831,poverti,820
2833,americanis,5
2834,oblig,1305
2835,uncertain,924
2836,wouldn,793
2837,mule,425
2838,gwine,48
2839,strictli,845
2840,scheme,1038
2841,wholesal,315
2842,break,1564
2843,payment,649
2844,buyer,192
2845,plu,296
2846,co,996
2847,renter,22
2848,cropper,31
2849,stay,1473
2850,transform,770
2851,hill,1372
2852,shut,1347
2853,overmuch,104
2854,cleanest,43
2855,hygien,128
2856,plain,1485
2857,central,881
2858,plenti,1281
2859,honesti,589
2860,inspect,871
2861,embark,510
2862,locat,600
2863,indig,102
2864,shop,1070
2865,legion,358
2866,exceed,810
2867,wholli,1021
2868,carpent,494
2869,blacksmith,262
2870,laudabl,198
2871,upright,883
2872,handiwork,183
2873,tire,1267
2874,buggi,119
2875,pin,884
2876,paint,1284
2877,structur,758
2878,shirt,823
2879,lamp,986
2880,bread,1156
2881,cake,760
2882,pie,520
2884,wheelwright,38
2885,plaster,516
2886,mattress,248
2887,credit,1169
2888,prohibit,462
2889,wisconsin,107
2890,autumn,883
2891,manufactur,760
2892,racial,136
2893,honestli,612
2894,shortcom,204
2895,passion,1211
2896,autograph,149
2897,grey,729
2898,gabl,236
2899,electr,736
2900,spark,730
2901,machineri,607
2902,exposit,316
2903,mose,384
2904,deliv,1248
2905,epoch,392
2906,auditorium,60
2907,auditor,214
2908,lit,727
2909,propheci,527
2910,howel,94
2911,electrifi,130
2912,throat,1121
2913,whirlwind,283
2914,interrupt,1215
2915,strode,433
2916,shot,1239
2917,fieri,716
2918,shout,1165
2919,avoid,1348
2920,blind,1321
2921,relief,1267
2922,counten,958
2923,blink,362
2924,eyelid,430
2925,boni,276
2926,sioux,71
2927,forehead,963
2928,jaw,732
2929,mouth,1489
2930,pierc,976
2931,sinew,240
2932,bronz,559
2933,muscular,402
2934,swung,715
2935,pencil,730
2936,grasp,1188
2937,clench,457
2938,fist,721
2939,heel,1014
2940,toe,658
2941,paus,1179
2942,uproar,337
2943,handkerchief,804
2944,cane,501
2945,hat,1189
2946,toss,973
2947,fairest,322
2948,bewitch,334
2949,duski,395
2950,stretch,1337
2951,mutual,849
2952,dash,1070
2953,delirium,293
2954,curl,885
2955,wreath,605
2956,smoke,1247
2957,delmonico,22
2958,banquet,458
2959,cavali,271
2960,roundhead,27
2961,eboni,168
2962,giant,825
2963,squat,336
2964,aisl,371
2965,tremul,394
2966,suprem,897
2967,tear,1416
2968,cri,1479
2969,victoria,345
2970,diamond,769
2971,dedic,612
2972,monument,700
2973,colonel,614
2974,robert,766
2975,gould,66
2976,shaw,146
2977,fort,646
2978,wagner,114
2979,muster,486
2980,histor,843
2981,holiday,788
2982,overflow,659
2983,birthright,156
2984,te,510
2985,virtu,1098
2986,civic,170
2987,necessit,380
2988,owe,1355
2989,murray,233
2990,postal,143
2991,vicin,551
2992,kindergarten,90
2993,recit,724
2994,utensil,283
2995,handl,1194
2996,cream,535
2997,ripen,476
2998,pound,1142
2999,butter,671
3000,comprehens,732
3001,weed,662
3002,harm,1205
3003,barn,581
3004,apparatu,432
3005,egg,887
3006,insecticid,12
3007,horticultur,69
3008,stress,510
3009,pear,331
3010,appl,805
3011,plum,358
3012,fig,415
3013,grape,479
3014,strawberri,272
3015,floricultur,7
3016,beautifi,184
3017,trim,778
3018,shrubberi,214
3019,flower,1328
3020,plough,516
3021,laid,1549
3022,frame,1252
3023,itemis,3
3024,incur,628
3025,sale,836
3026,veget,795
3027,district,879
3028,confer,924
3029,stall,456
3030,auspic,215
3031,german,950
3032,club,961
3033,vicksburg,44
3034,announc,1188
3035,dormitori,112
3036,own,948
3037,piec,1544
3038,purest,411
